Ngày,Đài,G.8
11/08/2023,Vĩnh Long,81
12/08/2023,Bình Phước,49
12/08/2023,Hậu Giang,76
12/08/2023,Hồ Chí Minh,03
12/08/2023,Long An,31
13/08/2023,Kiên Giang,52
13/08/2023,Tiền Giang,60
13/08/2023,Đà Lạt,07
14/08/2023,Cà Mau,01
14/08/2023,Hồ Chí Minh,91
14/08/2023,Đồng Tháp,75
15/08/2023,Bạc Liêu,10
15/08/2023,Bến Tre,73
15/08/2023,Vũng Tàu,28
16/08/2023,Cần Thơ,00
16/08/2023,Sóc Trăng,69
16/08/2023,Đồng Nai,65
17/08/2023,An Giang,01
17/08/2023,Bình Thuận,83
17/08/2023,Tây Ninh,04
18/08/2023,Bình Dương,18
18/08/2023,Trà Vinh,60
18/08/2023,Vĩnh Long,21
19/08/2023,Bình Phước,79
19/08/2023,Hậu Giang,69
19/08/2023,Hồ Chí Minh,06
19/08/2023,Long An,36
20/08/2023,Kiên Giang,07
20/08/2023,Tiền Giang,28
20/08/2023,Đà Lạt,51
21/08/2023,Cà Mau,29
21/08/2023,Hồ Chí Minh,47
21/08/2023,Đồng Tháp,65
22/08/2023,Bạc Liêu,52
22/08/2023,Bến Tre,56
22/08/2023,Vũng Tàu,60
23/08/2023,Cần Thơ,52
23/08/2023,Sóc Trăng,86
23/08/2023,Đồng Nai,16
24/08/2023,An Giang,17
24/08/2023,Bình Thuận,98
24/08/2023,Tây Ninh,02
25/08/2023,Bình Dương,82
25/08/2023,Trà Vinh,08
25/08/2023,Vĩnh Long,31
26/08/2023,Bình Phước,33
26/08/2023,Hậu Giang,33
26/08/2023,Hồ Chí Minh,99
26/08/2023,Long An,35
27/08/2023,Kiên Giang,94
27/08/2023,Tiền Giang,08
27/08/2023,Đà Lạt,19
28/08/2023,Cà Mau,96
28/08/2023,Hồ Chí Minh,25
28/08/2023,Đồng Tháp,11
29/08/2023,Bạc Liêu,71
29/08/2023,Bến Tre,42
29/08/2023,Vũng Tàu,22
30/08/2023,Cần Thơ,22
30/08/2023,Sóc Trăng,66
30/08/2023,Đồng Nai,69
31/08/2023,An Giang,36
31/08/2023,Bình Thuận,93
31/08/2023,Tây Ninh,93
01/09/2023,Bình Dương,71
01/09/2023,Trà Vinh,51
01/09/2023,Vĩnh Long,98
02/09/2023,Bình Phước,25
02/09/2023,Hậu Giang,95
02/09/2023,Hồ Chí Minh,32
02/09/2023,Long An,65
03/09/2023,Kiên Giang,69
03/09/2023,Tiền Giang,11
03/09/2023,Đà Lạt,86
04/09/2023,Cà Mau,67
04/09/2023,Hồ Chí Minh,05
04/09/2023,Đồng Tháp,49
05/09/2023,Bạc Liêu,52
05/09/2023,Bến Tre,22
05/09/2023,Vũng Tàu,81
06/09/2023,Cần Thơ,91
06/09/2023,Sóc Trăng,02
06/09/2023,Đồng Nai,79
07/09/2023,An Giang,12
07/09/2023,Bình Thuận,13
07/09/2023,Tây Ninh,49
08/09/2023,Bình Dương,41
08/09/2023,Trà Vinh,97
08/09/2023,Vĩnh Long,20
09/09/2023,Bình Phước,05
09/09/2023,Hậu Giang,95
09/09/2023,Hồ Chí Minh,02
09/09/2023,Long An,92
10/09/2023,Kiên Giang,70
10/09/2023,Tiền Giang,09
10/09/2023,Đà Lạt,93
11/09/2023,Cà Mau,02
11/09/2023,Hồ Chí Minh,99
11/09/2023,Đồng Tháp,11
12/09/2023,Bạc Liêu,77
12/09/2023,Bến Tre,49
12/09/2023,Vũng Tàu,36
13/09/2023,Cần Thơ,69
13/09/2023,Sóc Trăng,16
13/09/2023,Đồng Nai,73
14/09/2023,An Giang,63
14/09/2023,Bình Thuận,97
14/09/2023,Tây Ninh,42
15/09/2023,Bình Dương,16
15/09/2023,Trà Vinh,78
15/09/2023,Vĩnh Long,73
16/09/2023,Bình Phước,14
16/09/2023,Hậu Giang,06
16/09/2023,Hồ Chí Minh,51
16/09/2023,Long An,59
17/09/2023,Kiên Giang,64
17/09/2023,Tiền Giang,17
17/09/2023,Đà Lạt,27
18/09/2023,Cà Mau,75
18/09/2023,Hồ Chí Minh,57
18/09/2023,Đồng Tháp,74
19/09/2023,Bạc Liêu,81
19/09/2023,Bến Tre,28
19/09/2023,Vũng Tàu,22
20/09/2023,Cần Thơ,98
20/09/2023,Sóc Trăng,62
20/09/2023,Đồng Nai,87
21/09/2023,An Giang,43
21/09/2023,Bình Thuận,14
21/09/2023,Tây Ninh,85
22/09/2023,Bình Dương,77
22/09/2023,Trà Vinh,82
22/09/2023,Vĩnh Long,17
23/09/2023,Bình Phước,89
23/09/2023,Hậu Giang,54
23/09/2023,Hồ Chí Minh,51
23/09/2023,Long An,67
24/09/2023,Kiên Giang,00
24/09/2023,Tiền Giang,89
24/09/2023,Đà Lạt,93
25/09/2023,Cà Mau,64
25/09/2023,Hồ Chí Minh,49
25/09/2023,Đồng Tháp,15
26/09/2023,Bạc Liêu,87
26/09/2023,Bến Tre,41
26/09/2023,Vũng Tàu,95
27/09/2023,Cần Thơ,39
27/09/2023,Sóc Trăng,64
27/09/2023,Đồng Nai,51
28/09/2023,An Giang,86
28/09/2023,Bình Thuận,56
28/09/2023,Tây Ninh,25
29/09/2023,Bình Dương,60
29/09/2023,Trà Vinh,00
29/09/2023,Vĩnh Long,94
30/09/2023,Bình Phước,09
30/09/2023,Hậu Giang,46
30/09/2023,Hồ Chí Minh,44
30/09/2023,Long An,96
01/10/2023,Kiên Giang,64
01/10/2023,Tiền Giang,98
01/10/2023,Đà Lạt,33
02/10/2023,Cà Mau,13
02/10/2023,Hồ Chí Minh,91
02/10/2023,Đồng Tháp,92
03/10/2023,Bạc Liêu,73
03/10/2023,Bến Tre,62
03/10/2023,Vũng Tàu,68
04/10/2023,Cần Thơ,75
04/10/2023,Sóc Trăng,00
04/10/2023,Đồng Nai,33
05/10/2023,An Giang,57
05/10/2023,Bình Thuận,51
05/10/2023,Tây Ninh,61
06/10/2023,Bình Dương,76
06/10/2023,Trà Vinh,51
06/10/2023,Vĩnh Long,28
07/10/2023,Bình Phước,57
07/10/2023,Hậu Giang,66
07/10/2023,Hồ Chí Minh,55
07/10/2023,Long An,48
08/10/2023,Kiên Giang,18
08/10/2023,Tiền Giang,44
08/10/2023,Đà Lạt,56
09/10/2023,Cà Mau,96
09/10/2023,Hồ Chí Minh,34
09/10/2023,Đồng Tháp,94
10/10/2023,Bạc Liêu,78
10/10/2023,Bến Tre,06
10/10/2023,Vũng Tàu,99
11/10/2023,Cần Thơ,13
11/10/2023,Sóc Trăng,69
11/10/2023,Đồng Nai,04
12/10/2023,An Giang,45
12/10/2023,Bình Thuận,71
12/10/2023,Tây Ninh,41
13/10/2023,Bình Dương,22
13/10/2023,Trà Vinh,13
13/10/2023,Vĩnh Long,60
14/10/2023,Bình Phước,78
14/10/2023,Hậu Giang,68
14/10/2023,Hồ Chí Minh,38
14/10/2023,Long An,21
15/10/2023,Kiên Giang,69
15/10/2023,Tiền Giang,11
15/10/2023,Đà Lạt,15
16/10/2023,Cà Mau,59
16/10/2023,Hồ Chí Minh,52
16/10/2023,Đồng Tháp,53
17/10/2023,Bạc Liêu,92
17/10/2023,Bến Tre,10
17/10/2023,Vũng Tàu,24
18/10/2023,Cần Thơ,47
18/10/2023,Sóc Trăng,10
18/10/2023,Đồng Nai,10
19/10/2023,An Giang,71
19/10/2023,Bình Thuận,24
19/10/2023,Tây Ninh,75
20/10/2023,Bình Dương,23
20/10/2023,Trà Vinh,85
20/10/2023,Vĩnh Long,90
21/10/2023,Bình Phước,74
21/10/2023,Hậu Giang,28
21/10/2023,Hồ Chí Minh,40
21/10/2023,Long An,31
22/10/2023,Kiên Giang,89
22/10/2023,Tiền Giang,99
22/10/2023,Đà Lạt,77
23/10/2023,Cà Mau,87
23/10/2023,Hồ Chí Minh,55
23/10/2023,Đồng Tháp,29
24/10/2023,Bạc Liêu,73
24/10/2023,Bến Tre,37
24/10/2023,Vũng Tàu,10
25/10/2023,Cần Thơ,54
25/10/2023,Sóc Trăng,18
25/10/2023,Đồng Nai,63
26/10/2023,An Giang,90
26/10/2023,Bình Thuận,02
26/10/2023,Tây Ninh,13
27/10/2023,Bình Dương,60
27/10/2023,Trà Vinh,91
27/10/2023,Vĩnh Long,16
28/10/2023,Bình Phước,54
28/10/2023,Hậu Giang,13
28/10/2023,Hồ Chí Minh,16
28/10/2023,Long An,35
29/10/2023,Kiên Giang,41
29/10/2023,Tiền Giang,07
29/10/2023,Đà Lạt,16
30/10/2023,Cà Mau,00
30/10/2023,Hồ Chí Minh,60
30/10/2023,Đồng Tháp,97
31/10/2023,Bạc Liêu,23
31/10/2023,Bến Tre,69
31/10/2023,Vũng Tàu,51
01/11/2023,Cần Thơ,67
01/11/2023,Sóc Trăng,16
01/11/2023,Đồng Nai,70
02/11/2023,An Giang,66
02/11/2023,Bình Thuận,85
02/11/2023,Tây Ninh,09
03/11/2023,Bình Dương,40
03/11/2023,Trà Vinh,08
03/11/2023,Vĩnh Long,17
04/11/2023,Bình Phước,15
04/11/2023,Hậu Giang,21
04/11/2023,Hồ Chí Minh,54
04/11/2023,Long An,80
05/11/2023,Kiên Giang,77
05/11/2023,Tiền Giang,96
05/11/2023,Đà Lạt,48
06/11/2023,Cà Mau,70
06/11/2023,Hồ Chí Minh,46
06/11/2023,Đồng Tháp,29
07/11/2023,Bạc Liêu,06
07/11/2023,Bến Tre,20
07/11/2023,Vũng Tàu,43
08/11/2023,Cần Thơ,58
08/11/2023,Sóc Trăng,34
08/11/2023,Đồng Nai,54
09/11/2023,An Giang,28
09/11/2023,Bình Thuận,65
09/11/2023,Tây Ninh,37
10/11/2023,Bình Dương,71
10/11/2023,Trà Vinh,87
10/11/2023,Vĩnh Long,53
11/11/2023,Bình Phước,73
11/11/2023,Hậu Giang,72
11/11/2023,Hồ Chí Minh,88
11/11/2023,Long An,01
12/11/2023,Kiên Giang,61
12/11/2023,Tiền Giang,18
12/11/2023,Đà Lạt,38
13/11/2023,Cà Mau,98
13/11/2023,Hồ Chí Minh,27
13/11/2023,Đồng Tháp,72
14/11/2023,Bạc Liêu,37
14/11/2023,Bến Tre,70
14/11/2023,Vũng Tàu,88
15/11/2023,Cần Thơ,26
15/11/2023,Sóc Trăng,27
15/11/2023,Đồng Nai,19
16/11/2023,An Giang,27
16/11/2023,Bình Thuận,84
16/11/2023,Tây Ninh,30
17/11/2023,Bình Dương,45
17/11/2023,Trà Vinh,46
17/11/2023,Vĩnh Long,41
18/11/2023,Bình Phước,67
18/11/2023,Hậu Giang,98
18/11/2023,Hồ Chí Minh,54
18/11/2023,Long An,21
19/11/2023,Kiên Giang,60
19/11/2023,Tiền Giang,81
19/11/2023,Đà Lạt,11
20/11/2023,Cà Mau,51
20/11/2023,Hồ Chí Minh,75
20/11/2023,Đồng Tháp,27
21/11/2023,Bạc Liêu,34
21/11/2023,Bến Tre,38
21/11/2023,Vũng Tàu,41
22/11/2023,Cần Thơ,73
22/11/2023,Sóc Trăng,31
22/11/2023,Đồng Nai,20
23/11/2023,An Giang,14
23/11/2023,Bình Thuận,73
23/11/2023,Tây Ninh,15
24/11/2023,Bình Dương,71
24/11/2023,Trà Vinh,38
24/11/2023,Vĩnh Long,03
25/11/2023,Bình Phước,65
25/11/2023,Hậu Giang,86
25/11/2023,Hồ Chí Minh,61
25/11/2023,Long An,39
26/11/2023,Kiên Giang,47
26/11/2023,Tiền Giang,32
26/11/2023,Đà Lạt,59
27/11/2023,Cà Mau,03
27/11/2023,Hồ Chí Minh,71
27/11/2023,Đồng Tháp,48
28/11/2023,Bạc Liêu,91
28/11/2023,Bến Tre,05
28/11/2023,Vũng Tàu,55
29/11/2023,Cần Thơ,93
29/11/2023,Sóc Trăng,65
29/11/2023,Đồng Nai,68
30/11/2023,An Giang,93
30/11/2023,Bình Thuận,82
30/11/2023,Tây Ninh,84
01/12/2023,Bình Dương,27
01/12/2023,Trà Vinh,87
01/12/2023,Vĩnh Long,88
02/12/2023,Bình Phước,17
02/12/2023,Hậu Giang,62
02/12/2023,Hồ Chí Minh,45
02/12/2023,Long An,09
03/12/2023,Kiên Giang,30
03/12/2023,Tiền Giang,14
03/12/2023,Đà Lạt,95
04/12/2023,Cà Mau,67
04/12/2023,Hồ Chí Minh,25
04/12/2023,Đồng Tháp,81
05/12/2023,Bạc Liêu,48
05/12/2023,Bến Tre,51
05/12/2023,Vũng Tàu,44
06/12/2023,Cần Thơ,70
06/12/2023,Sóc Trăng,84
06/12/2023,Đồng Nai,02
07/12/2023,An Giang,42
07/12/2023,Bình Thuận,17
07/12/2023,Tây Ninh,08
08/12/2023,Bình Dương,34
08/12/2023,Trà Vinh,39
08/12/2023,Vĩnh Long,91
09/12/2023,Bình Phước,86
09/12/2023,Hậu Giang,66
09/12/2023,Hồ Chí Minh,56
09/12/2023,Long An,14
10/12/2023,Kiên Giang,95
10/12/2023,Tiền Giang,98
10/12/2023,Đà Lạt,53
11/12/2023,Cà Mau,90
11/12/2023,Hồ Chí Minh,83
11/12/2023,Đồng Tháp,61
12/12/2023,Bạc Liêu,86
12/12/2023,Bến Tre,99
12/12/2023,Vũng Tàu,59
13/12/2023,Cần Thơ,93
13/12/2023,Sóc Trăng,37
13/12/2023,Đồng Nai,37
14/12/2023,An Giang,88
14/12/2023,Bình Thuận,76
14/12/2023,Tây Ninh,62
15/12/2023,Bình Dương,01
15/12/2023,Trà Vinh,34
15/12/2023,Vĩnh Long,01
16/12/2023,Bình Phước,74
16/12/2023,Hậu Giang,70
16/12/2023,Hồ Chí Minh,88
16/12/2023,Long An,90
17/12/2023,Kiên Giang,43
17/12/2023,Tiền Giang,74
17/12/2023,Đà Lạt,75
18/12/2023,Cà Mau,93
18/12/2023,Hồ Chí Minh,33
18/12/2023,Đồng Tháp,80
19/12/2023,Bạc Liêu,06
19/12/2023,Bến Tre,11
19/12/2023,Vũng Tàu,14
20/12/2023,Cần Thơ,31
20/12/2023,Sóc Trăng,44
20/12/2023,Đồng Nai,14
21/12/2023,An Giang,87
21/12/2023,Bình Thuận,79
21/12/2023,Tây Ninh,14
22/12/2023,Bình Dương,71
22/12/2023,Trà Vinh,19
22/12/2023,Vĩnh Long,84
23/12/2023,Bình Phước,64
23/12/2023,Hậu Giang,82
23/12/2023,Hồ Chí Minh,25
23/12/2023,Long An,13
24/12/2023,Kiên Giang,15
24/12/2023,Tiền Giang,12
24/12/2023,Đà Lạt,90
25/12/2023,Cà Mau,42
25/12/2023,Hồ Chí Minh,57
25/12/2023,Đồng Tháp,59
26/12/2023,Bạc Liêu,32
26/12/2023,Bến Tre,80
26/12/2023,Vũng Tàu,89
27/12/2023,Cần Thơ,57
27/12/2023,Sóc Trăng,35
27/12/2023,Đồng Nai,23
28/12/2023,An Giang,00
28/12/2023,Bình Thuận,87
28/12/2023,Tây Ninh,68
29/12/2023,Bình Dương,72
29/12/2023,Trà Vinh,68
29/12/2023,Vĩnh Long,42
30/12/2023,Bình Phước,71
30/12/2023,Hậu Giang,51
30/12/2023,Hồ Chí Minh,85
30/12/2023,Long An,81
31/12/2023,Kiên Giang,28
31/12/2023,Tiền Giang,56
31/12/2023,Đà Lạt,78
01/01/2024,Cà Mau,84
01/01/2024,Hồ Chí Minh,60
01/01/2024,Đồng Tháp,10
02/01/2024,Bạc Liêu,48
02/01/2024,Bến Tre,71
02/01/2024,Vũng Tàu,52
03/01/2024,Cần Thơ,10
03/01/2024,Sóc Trăng,35
03/01/2024,Đồng Nai,53
04/01/2024,An Giang,21
04/01/2024,Bình Thuận,95
04/01/2024,Tây Ninh,31
05/01/2024,Bình Dương,71
05/01/2024,Trà Vinh,08
05/01/2024,Vĩnh Long,80
06/01/2024,Bình Phước,72
06/01/2024,Hậu Giang,98
06/01/2024,Hồ Chí Minh,26
06/01/2024,Long An,74
07/01/2024,Kiên Giang,12
07/01/2024,Tiền Giang,22
07/01/2024,Đà Lạt,31
08/01/2024,Cà Mau,64
08/01/2024,Hồ Chí Minh,34
08/01/2024,Đồng Tháp,97
09/01/2024,Bạc Liêu,94
09/01/2024,Bến Tre,22
09/01/2024,Vũng Tàu,44
10/01/2024,Cần Thơ,39
10/01/2024,Sóc Trăng,04
10/01/2024,Đồng Nai,79
11/01/2024,An Giang,80
11/01/2024,Bình Thuận,63
11/01/2024,Tây Ninh,64
12/01/2024,Bình Dương,80
12/01/2024,Trà Vinh,95
12/01/2024,Vĩnh Long,86
13/01/2024,Bình Phước,18
13/01/2024,Hậu Giang,89
13/01/2024,Hồ Chí Minh,22
13/01/2024,Long An,50
14/01/2024,Kiên Giang,23
14/01/2024,Tiền Giang,85
14/01/2024,Đà Lạt,50
15/01/2024,Cà Mau,82
15/01/2024,Hồ Chí Minh,97
15/01/2024,Đồng Tháp,86
16/01/2024,Bạc Liêu,03
16/01/2024,Bến Tre,17
16/01/2024,Vũng Tàu,51
17/01/2024,Cần Thơ,59
17/01/2024,Sóc Trăng,42
17/01/2024,Đồng Nai,20
18/01/2024,An Giang,87
18/01/2024,Bình Thuận,39
18/01/2024,Tây Ninh,49
19/01/2024,Bình Dương,27
19/01/2024,Trà Vinh,42
19/01/2024,Vĩnh Long,38
20/01/2024,Bình Phước,20
20/01/2024,Hậu Giang,04
20/01/2024,Hồ Chí Minh,11
20/01/2024,Long An,49
21/01/2024,Kiên Giang,57
21/01/2024,Tiền Giang,08
21/01/2024,Đà Lạt,41
22/01/2024,Cà Mau,89
22/01/2024,Hồ Chí Minh,57
22/01/2024,Đồng Tháp,93
23/01/2024,Bạc Liêu,20
23/01/2024,Bến Tre,52
23/01/2024,Vũng Tàu,44
24/01/2024,Cần Thơ,19
24/01/2024,Sóc Trăng,60
24/01/2024,Đồng Nai,22
25/01/2024,An Giang,30
25/01/2024,Bình Thuận,73
25/01/2024,Tây Ninh,48
26/01/2024,Bình Dương,71
26/01/2024,Trà Vinh,84
26/01/2024,Vĩnh Long,63
27/01/2024,Bình Phước,69
27/01/2024,Hậu Giang,25
27/01/2024,Hồ Chí Minh,28
27/01/2024,Long An,26
28/01/2024,Kiên Giang,91
28/01/2024,Tiền Giang,69
28/01/2024,Đà Lạt,44
29/01/2024,Cà Mau,62
29/01/2024,Hồ Chí Minh,58
29/01/2024,Đồng Tháp,33
30/01/2024,Bạc Liêu,40
30/01/2024,Bến Tre,15
30/01/2024,Vũng Tàu,71
31/01/2024,Cần Thơ,90
31/01/2024,Sóc Trăng,72
31/01/2024,Đồng Nai,55
01/02/2024,An Giang,84
01/02/2024,Bình Thuận,48
01/02/2024,Tây Ninh,13
02/02/2024,Bình Dương,12
02/02/2024,Trà Vinh,89
02/02/2024,Vĩnh Long,78
03/02/2024,Bình Phước,93
03/02/2024,Hậu Giang,88
03/02/2024,Hồ Chí Minh,07
03/02/2024,Long An,57
04/02/2024,Kiên Giang,83
04/02/2024,Tiền Giang,92
04/02/2024,Đà Lạt,26
05/02/2024,Cà Mau,44
05/02/2024,Hồ Chí Minh,13
05/02/2024,Đồng Tháp,45
06/02/2024,Bạc Liêu,52
06/02/2024,Bến Tre,04
06/02/2024,Vũng Tàu,50
07/02/2024,Cần Thơ,64
07/02/2024,Sóc Trăng,25
07/02/2024,Đồng Nai,46
08/02/2024,An Giang,48
08/02/2024,Bình Thuận,08
08/02/2024,Tây Ninh,99
09/02/2024,Bình Dương,95
09/02/2024,Trà Vinh,20
09/02/2024,Vĩnh Long,13
10/02/2024,Bình Phước,77
10/02/2024,Hậu Giang,20
10/02/2024,Hồ Chí Minh,89
10/02/2024,Long An,00
11/02/2024,Kiên Giang,18
11/02/2024,Tiền Giang,30
11/02/2024,Đà Lạt,90
12/02/2024,Cà Mau,37
12/02/2024,Hồ Chí Minh,37
12/02/2024,Đồng Tháp,87
13/02/2024,Bạc Liêu,08
13/02/2024,Bến Tre,44
13/02/2024,Vũng Tàu,35
14/02/2024,Cần Thơ,56
14/02/2024,Sóc Trăng,79
14/02/2024,Đồng Nai,00
15/02/2024,An Giang,34
15/02/2024,Bình Thuận,34
15/02/2024,Tây Ninh,63
16/02/2024,Bình Dương,23
16/02/2024,Trà Vinh,89
16/02/2024,Vĩnh Long,89
17/02/2024,Bình Phước,40
17/02/2024,Hậu Giang,93
17/02/2024,Hồ Chí Minh,37
17/02/2024,Long An,38
18/02/2024,Kiên Giang,90
18/02/2024,Tiền Giang,22
18/02/2024,Đà Lạt,97
19/02/2024,Cà Mau,43
19/02/2024,Hồ Chí Minh,99
19/02/2024,Đồng Tháp,92
20/02/2024,Bạc Liêu,79
20/02/2024,Bến Tre,48
20/02/2024,Vũng Tàu,83
21/02/2024,Cần Thơ,62
21/02/2024,Sóc Trăng,93
21/02/2024,Đồng Nai,68
22/02/2024,An Giang,81
22/02/2024,Bình Thuận,73
22/02/2024,Tây Ninh,68
23/02/2024,Bình Dương,31
23/02/2024,Trà Vinh,50
23/02/2024,Vĩnh Long,82
24/02/2024,Bình Phước,03
24/02/2024,Hậu Giang,96
24/02/2024,Hồ Chí Minh,24
24/02/2024,Long An,93
25/02/2024,Kiên Giang,27
25/02/2024,Tiền Giang,87
25/02/2024,Đà Lạt,19
26/02/2024,Cà Mau,11
26/02/2024,Hồ Chí Minh,73
26/02/2024,Đồng Tháp,83
27/02/2024,Bạc Liêu,96
27/02/2024,Bến Tre,59
27/02/2024,Vũng Tàu,32
28/02/2024,Cần Thơ,61
28/02/2024,Sóc Trăng,24
28/02/2024,Đồng Nai,65
29/02/2024,An Giang,88
29/02/2024,Bình Thuận,71
29/02/2024,Tây Ninh,46
01/03/2024,Bình Dương,10
01/03/2024,Trà Vinh,19
01/03/2024,Vĩnh Long,63
02/03/2024,Bình Phước,01
02/03/2024,Hậu Giang,16
02/03/2024,Hồ Chí Minh,09
02/03/2024,Long An,27
03/03/2024,Kiên Giang,52
03/03/2024,Tiền Giang,14
03/03/2024,Đà Lạt,68
04/03/2024,Cà Mau,39
04/03/2024,Hồ Chí Minh,96
04/03/2024,Đồng Tháp,69
05/03/2024,Bạc Liêu,45
05/03/2024,Bến Tre,14
05/03/2024,Vũng Tàu,95
06/03/2024,Cần Thơ,98
06/03/2024,Sóc Trăng,19
06/03/2024,Đồng Nai,95
07/03/2024,An Giang,84
07/03/2024,Bình Thuận,11
07/03/2024,Tây Ninh,91
08/03/2024,Bình Dương,18
08/03/2024,Trà Vinh,12
08/03/2024,Vĩnh Long,65
09/03/2024,Bình Phước,53
09/03/2024,Hậu Giang,91
09/03/2024,Hồ Chí Minh,95
09/03/2024,Long An,62
11/03/2024,Cà Mau,64
11/03/2024,Hồ Chí Minh,75
11/03/2024,Đồng Tháp,44
12/03/2024,Bạc Liêu,44
12/03/2024,Bến Tre,02
12/03/2024,Vũng Tàu,80
13/03/2024,Cần Thơ,16
13/03/2024,Sóc Trăng,71
13/03/2024,Đồng Nai,52
14/03/2024,An Giang,13
14/03/2024,Bình Thuận,54
14/03/2024,Tây Ninh,17
15/03/2024,Bình Dương,13
15/03/2024,Trà Vinh,71
15/03/2024,Vĩnh Long,83
16/03/2024,Bình Phước,54
16/03/2024,Hậu Giang,13
16/03/2024,Hồ Chí Minh,00
16/03/2024,Long An,90
17/03/2024,Kiên Giang,26
17/03/2024,Tiền Giang,38
17/03/2024,Đà Lạt,88
18/03/2024,Cà Mau,42
18/03/2024,Hồ Chí Minh,64
18/03/2024,Đồng Tháp,10
19/03/2024,Bạc Liêu,95
19/03/2024,Bến Tre,90
19/03/2024,Vũng Tàu,01
20/03/2024,Cần Thơ,55
20/03/2024,Sóc Trăng,19
20/03/2024,Đồng Nai,25
21/03/2024,An Giang,04
21/03/2024,Bình Thuận,11
21/03/2024,Tây Ninh,51
22/03/2024,Bình Dương,97
22/03/2024,Trà Vinh,75
22/03/2024,Vĩnh Long,98
23/03/2024,Bình Phước,51
23/03/2024,Hậu Giang,18
23/03/2024,Hồ Chí Minh,67
23/03/2024,Long An,39
24/03/2024,Kiên Giang,94
24/03/2024,Tiền Giang,77
24/03/2024,Đà Lạt,66
25/03/2024,Cà Mau,82
25/03/2024,Hồ Chí Minh,67
25/03/2024,Đồng Tháp,92
26/03/2024,Bạc Liêu,17
26/03/2024,Bến Tre,11
26/03/2024,Vũng Tàu,19
27/03/2024,Cần Thơ,23
27/03/2024,Sóc Trăng,52
27/03/2024,Đồng Nai,60
28/03/2024,An Giang,36
28/03/2024,Bình Thuận,13
28/03/2024,Tây Ninh,78
29/03/2024,Bình Dương,13
29/03/2024,Trà Vinh,99
29/03/2024,Vĩnh Long,39
30/03/2024,Bình Phước,10
30/03/2024,Hậu Giang,89
30/03/2024,Hồ Chí Minh,59
30/03/2024,Long An,56
31/03/2024,Kiên Giang,68
31/03/2024,Tiền Giang,51
31/03/2024,Đà Lạt,83
01/04/2024,Cà Mau,74
01/04/2024,Hồ Chí Minh,56
01/04/2024,Đồng Tháp,69
02/04/2024,Bạc Liêu,95
02/04/2024,Bến Tre,50
02/04/2024,Vũng Tàu,56
03/04/2024,Cần Thơ,33
03/04/2024,Sóc Trăng,52
03/04/2024,Đồng Nai,35
04/04/2024,An Giang,88
04/04/2024,Bình Thuận,21
04/04/2024,Tây Ninh,78
05/04/2024,Bình Dương,27
05/04/2024,Trà Vinh,57
05/04/2024,Vĩnh Long,93
06/04/2024,Bình Phước,03
06/04/2024,Hậu Giang,92
06/04/2024,Hồ Chí Minh,91
06/04/2024,Long An,81
07/04/2024,Kiên Giang,22
07/04/2024,Tiền Giang,51
07/04/2024,Đà Lạt,20
08/04/2024,Cà Mau,21
08/04/2024,Hồ Chí Minh,35
08/04/2024,Đồng Tháp,94
09/04/2024,Bạc Liêu,27
09/04/2024,Bến Tre,81
09/04/2024,Vũng Tàu,57
10/04/2024,Cần Thơ,69
10/04/2024,Sóc Trăng,75
10/04/2024,Đồng Nai,17
11/04/2024,An Giang,88
11/04/2024,Bình Thuận,00
11/04/2024,Tây Ninh,41
12/04/2024,Bình Dương,91
12/04/2024,Trà Vinh,11
12/04/2024,Vĩnh Long,87
13/04/2024,Bình Phước,72
13/04/2024,Hậu Giang,09
13/04/2024,Hồ Chí Minh,70
13/04/2024,Long An,40
14/04/2024,Kiên Giang,91
14/04/2024,Tiền Giang,78
14/04/2024,Đà Lạt,69
15/04/2024,Cà Mau,35
15/04/2024,Hồ Chí Minh,98
15/04/2024,Đồng Tháp,41
16/04/2024,Bạc Liêu,74
16/04/2024,Bến Tre,23
16/04/2024,Vũng Tàu,58
17/04/2024,Cần Thơ,33
17/04/2024,Sóc Trăng,89
17/04/2024,Đồng Nai,02
18/04/2024,An Giang,31
18/04/2024,Bình Thuận,27
18/04/2024,Tây Ninh,48
19/04/2024,Bình Dương,22
19/04/2024,Trà Vinh,31
19/04/2024,Vĩnh Long,97
20/04/2024,Bình Phước,79
20/04/2024,Hậu Giang,74
20/04/2024,Hồ Chí Minh,40
20/04/2024,Long An,56
21/04/2024,Kiên Giang,28
21/04/2024,Tiền Giang,93
21/04/2024,Đà Lạt,55
22/04/2024,Cà Mau,89
22/04/2024,Hồ Chí Minh,89
22/04/2024,Đồng Tháp,36
23/04/2024,Bạc Liêu,41
23/04/2024,Bến Tre,56
23/04/2024,Vũng Tàu,89
24/04/2024,Cần Thơ,27
24/04/2024,Sóc Trăng,06
24/04/2024,Đồng Nai,11
25/04/2024,An Giang,02
25/04/2024,Bình Thuận,32
25/04/2024,Tây Ninh,75
26/04/2024,Bình Dương,21
26/04/2024,Trà Vinh,96
26/04/2024,Vĩnh Long,60
27/04/2024,Bình Phước,20
27/04/2024,Hậu Giang,69
27/04/2024,Hồ Chí Minh,80
27/04/2024,Long An,03
28/04/2024,Kiên Giang,43
28/04/2024,Tiền Giang,87
28/04/2024,Đà Lạt,45
29/04/2024,Cà Mau,56
29/04/2024,Hồ Chí Minh,11
29/04/2024,Đồng Tháp,48
